gp,min,pts,fg,3p,ft,reb,ast,stl,blk,tov,target_5yrs,pts_per_min,per_simple,ts_pct,ast_to_ratio,def_contrib_per_min
53,8.5,3.1,51.7,0.0,73.7,2.0,0.1,0.1,0.1,0.6,0,0.36470583944637186,0.41176465743945195,0.5774960590551196,0.16666638888935187,0.18823527197232096
54,8.0,3.2,42.9,0.0,50.0,1.6,0.5,0.3,0.1,0.4,1,0.3999999500000063,0.3749999531250059,0.4449386971805625,1.2499968750078125,0.13749998281250217
21,7.4,3.8,38.2,38.5,92.3,0.5,1.2,0.2,0.0,0.5,0,0.5135134441198048,0.4324323739956251,0.5484986869230117,2.3999952000095996,0.08108107012417971
41,5.8,2.8,44.9,0.0,66.7,1.7,0.3,0.2,0.1,0.4,1,0.4827585374554246,0.517241290130812,0.4814303708973965,0.7499981250046874,0.20689651605232484
35,5.6,1.8,31.8,29.4,50.0,0.5,0.2,0.2,0.0,0.2,0,0.3214285140306225,0.12499997767857549,0.35545009658369014,0.9999950000249999,0.07142855867347167
39,10.9,4.7,57.1,0.0,54.5,3.1,0.3,0.1,0.8,0.4,0,0.4311926209915027,0.5963302205201635,0.5851592168428245,0.7499981250046874,0.2568807103779165
68,33.4,12.0,44.5,9.1,63.0,7.4,1.9,1.1,1.7,2.0,1,0.3592814263688196,0.4431137591882108,0.47498412959277003,0.9499995250002374,0.24550897468536004
48,29.4,13.2,46.7,21.7,80.2,7.5,1.2,0.7,0.6,1.9,1,0.4489795765653205,0.5034013434217229,0.5339805393219629,0.6315786149586238,0.2142857069970848
82,29.1,11.9,43.6,40.7,71.1,4.0,1.7,0.6,0.2,1.2,1,0.4089346938510414,0.37457043386355904,0.5407124190555781,1.416665486112095,0.1374570399499299
81,26.3,9.4,50.5,5.3,52.1,5.9,1.2,0.6,1.5,1.8,1,0.35741443507929904,0.4372623407885041,0.517849215750417,0.6666662962965021,0.24334599835186319
80,22.6,9.3,43.1,38.2,71.7,3.2,1.3,0.8,0.3,1.0,1,0.41150440657060144,0.38053095661367453,0.5058746185950155,1.2999987000013002,0.12831857839298325
51,22.5,8.6,38.9,0.0,66.7,3.7,1.2,0.9,0.1,1.2,0,0.3822222052345686,0.31111109728395125,0.43294397574063886,0.9999991666673612,0.13333332740740766
72,21.9,9.5,43.0,25.6,72.7,4.3,1.1,0.4,0.3,1.7,1,0.43378993453014,0.3744292066470683,0.47652483180930666,0.6470584429067984,0.18264839348637474
77,21.6,8.2,42.5,33.5,71.9,2.7,1.8,1.1,0.2,1.7,1,0.37962961205418455,0.35185183556241484,0.5004882201552465,1.058822906574761,0.1620370295353227
65,21.3,9.5,41.7,37.0,82.0,2.2,1.0,0.7,0.1,1.1,0,0.44600936873195446,0.32394364676320897,0.4841010513553759,0.9090900826453794,0.11267605104807271
59,19.8,7.6,44.2,0.0,79.4,4.7,0.3,0.3,0.9,1.4,1,0.3838383644526078,0.4191918980206113,0.5050504379252474,0.21428556122459913,0.20707069661259103
63,10.7,3.7,42.7,31.6,63.3,2.1,0.2,0.3,0.1,0.5,0,0.34579436020613463,0.34579436020613463,0.506571602800766,0.3999992000016,0.19626166390077912
78,19.5,5.9,43.1,26.9,73.6,3.2,0.8,0.5,0.3,0.7,1,0.30256408704799553,0.3333333162393173,0.48139678828381394,1.1428555102064142,0.15897435082182815
50,18.7,6.3,37.0,33.3,77.8,1.6,2.9,1.0,0.0,1.1,0,0.3368983777059691,0.34759356429980937,0.4621478195205664,2.6363612396716003,0.11764705253224318
76,17.9,8.1,44.2,33.1,62.7,3.4,0.8,0.6,0.1,0.8,1,0.45251394120033844,0.4245809818669842,0.5176379706495435,0.9999987500015625,0.15083798040011284
64,17.2,3.9,50.5,0.0,69.7,3.6,0.5,0.6,1.2,1.0,1,0.22674417286371087,0.4069767205246092,0.5508473020205361,0.49999950000050003,0.22674417286371087
61,17.2,4.6,35.2,35.0,79.4,1.5,2.3,0.7,0.2,1.4,1,0.2674418449161718,0.26162789176582,0.43693000818198924,1.6428559693885934,0.12790696930773435
78,16.8,5.1,37.4,32.3,73.6,2.3,0.8,0.6,0.4,1.2,1,0.3035714105017017,0.2738095075113388,0.46498897429085073,0.6666661111115741,0.15476189554988715
80,16.4,4.9,45.1,0.0,60.3,3.6,0.4,0.8,1.0,0.8,1,0.29878046958655674,0.42073168166270236,0.4907851580959219,0.49999937500078123,0.24390242415229121
76,16.3,5.9,40.9,35.0,69.8,1.2,2.3,0.5,0.1,1.2,1,0.3619631679777197,0.31288341638752043,0.5037567445770587,1.9166650694457754,0.10429447212917349
78,16.3,5.4,40.0,29.4,70.8,1.7,2.7,0.6,0.0,1.8,1,0.33128832323384516,0.3067484474387456,0.45824839473041507,1.4999991666671297,0.12269937897549821
53,16.1,5.0,41.4,39.6,90.3,1.2,1.3,0.4,0.0,0.6,0,0.310558986921802,0.291925447706494,0.560035716837877,2.1666630555615742,0.08695651633810456
42,11.2,3.9,48.5,0.0,74.4,2.2,0.6,0.2,0.1,0.6,1,0.3482142546237273,0.41071424904337056,0.5357141385400718,0.9999983333361111,0.1607142713647972
50,11.0,5.0,42.1,34.5,68.6,0.8,1.0,0.3,0.0,0.7,1,0.4545454132231443,0.309090880991738,0.4800306297944259,1.4285693877580175,0.09090908264462885
55,10.8,4.8,50.5,16.7,72.4,1.4,0.7,0.5,0.1,0.8,0,0.4444444032921849,0.41666662808642335,0.5474451306010194,0.874998906251367,0.12037035922496672
54,10.8,3.1,47.8,0.0,68.9,1.9,0.2,0.3,0.4,0.9,0,0.28703701045953606,0.3148147856652977,0.5194368232450324,0.22222197530891633,0.17592590963648985
25,22.6,6.7,41.3,28.3,76.7,2.2,3.0,0.7,0.5,2.2,0,0.29646016387344404,0.3008849424387192,0.483544964846281,1.3636357438019344,0.1415929140888091
38,10.1,4.0,39.7,38.0,72.5,1.2,0.7,0.2,0.0,0.5,0,0.396039564748558,0.32673264091756044,0.5149329261243754,1.3999972000055998,0.12871285854328135
70,9.2,2.0,48.7,100.0,70.3,2.2,0.3,0.1,0.1,0.4,1,0.21739128071833907,0.3695651772211764,0.5494502475548091,0.7499981250046874,0.14130433246692042
40,7.3,2.2,34.1,8.3,68.4,0.7,0.5,0.3,0.1,0.7,1,0.3013698217301614,0.1780821673860046,0.40145970749645715,0.7142846938790087,0.12328765434415695
81,37.0,20.1,48.2,0.0,68.5,10.0,1.9,0.8,1.6,2.8,1,0.5432432285609939,0.5729729574872174,0.528836006691433,0.6785711862245764,0.2189189130021916
76,36.4,16.6,43.8,36.0,71.9,7.8,4.2,1.2,1.3,3.4,1,0.4560439435152764,0.5109889969508519,0.5213567511710584,1.2352937543253664,0.22527471908585936
77,36.1,18.0,44.5,34.5,78.6,5.3,6.6,1.5,0.4,4.0,1,0.49861494463670514,0.5207756088427808,0.5432158049724888,1.649999587500103,0.14404431733949258
72,31.1,12.0,40.7,31.4,67.4,4.3,2.8,1.6,0.5,2.3,1,0.3858520776253351,0.3665594737440684,0.49115909535370866,1.217390775047489,0.17684886891161192
73,29.7,11.6,51.1,35.9,82.6,3.7,2.8,0.8,0.3,1.1,0,0.39057237742180545,0.44444442947998564,0.5704169383932988,2.545452231407062,0.12121211713090514
72,26.8,6.7,42.4,28.1,75.3,5.2,2.5,1.6,0.2,1.3,1,0.24999999067164214,0.4141790890231682,0.5023994447511331,1.9230754437881201,0.1940298435063491
82,25.5,11.1,44.9,20.4,77.4,3.4,5.8,1.0,0.2,2.0,1,0.4352941005767019,0.5333333124183014,0.5146512875879742,2.8999985500007246,0.14117646505190332
81,25.3,8.2,42.9,37.3,80.0,3.9,1.8,1.2,0.4,1.2,1,0.32411065912606085,0.3992094703869774,0.5513716310689037,1.4999987500010419,0.17786560561796025
72,25.0,8.3,39.9,26.2,66.0,6.1,1.6,0.8,0.3,1.6,1,0.33199998672000053,0.3999999840000007,0.4783309729908976,0.9999993750003907,0.2039999918400003
51,24.7,10.2,47.1,18.2,84.7,6.5,1.4,0.8,1.0,1.0,1,0.4129554488682004,0.5587044308216829,0.5126658109503609,1.3999986000014,0.2550607184185944
75,23.9,9.4,40.5,32.5,75.1,2.5,3.3,1.2,0.2,1.8,0,0.39330542287425013,0.37656902190087765,0.4839373472057922,1.8333323148153806,0.12970710754363565
79,23.5,6.3,39.5,13.0,75.0,2.5,4.8,1.2,0.1,2.2,1,0.2680850949751023,0.3574467933001364,0.44341209974491835,2.181817190083095,0.13617020697148055
81,23.3,8.1,41.5,29.3,80.7,2.0,4.3,1.1,0.1,1.9,1,0.3476394700583918,0.39055792315202026,0.4970544308966089,2.263156703601735,0.12875535928088586
82,19.8,9.5,42.4,35.0,72.9,1.5,3.7,0.6,0.0,1.7,1,0.47979795556575977,0.4040403836343239,0.48948882012687345,2.176469307959231,0.09595959111315196
71,19.3,9.0,42.0,36.4,77.4,1.8,1.5,0.4,0.1,1.2,1,0.4663212193615948,0.32642485355311635,0.4820050897595234,1.2499989583342015,0.09326424387231896
48,19.2,5.7,47.6,38.5,68.3,3.6,1.1,0.8,0.4,0.8,1,0.29687498453776123,0.40624997884114694,0.5208332381518205,1.3749982812521484,0.1927083232964415
45,32.4,11.8,39.9,35.2,80.8,4.2,3.3,1.2,0.3,1.4,0,0.3641975196235334,0.37654319825483956,0.4856766146133838,2.3571411734705907,0.15123456323350115
82,18.6,5.9,42.0,22.5,63.4,2.0,3.8,1.2,0.2,1.7,1,0.31720428402127504,0.4086021285697779,0.4807691524170221,2.2352928027689396,0.15053762631518136
77,17.8,8.4,47.8,18.2,75.1,3.9,0.8,0.3,0.3,1.8,1,0.47191008584774796,0.438202222572909,0.5529225180460087,0.4444441975310014,0.1629213391617225
67,16.6,7.0,54.9,0.0,73.4,2.7,0.5,0.7,0.4,0.6,1,0.4216867215851372,0.4698794897662957,0.5608973460100407,0.8333319444467593,0.1807228806793445
71,13.7,2.2,42.0,0.0,48.9,3.5,0.6,0.4,0.4,0.8,1,0.16058392988438472,0.3357663988491681,0.4530475893543701,0.7499990625011718,0.19708027758538124
45,13.3,3.1,36.3,35.8,67.5,1.2,2.5,0.3,0.0,0.9,0,0.23308268924190306,0.30827065351348465,0.4849810747868978,2.777774691361454,0.09022555712589796
74,12.1,3.8,37.2,36.5,73.1,1.5,0.5,0.3,0.2,0.6,0,0.31404956082235036,0.24793386380711868,0.4410398233426594,0.8333319444467593,0.1157024697766554
52,11.3,2.5,39.3,11.1,71.7,2.2,0.4,0.8,0.3,0.3,1,0.221238918474432,0.37168138303704584,0.4562042130641558,1.3333288889037038,0.16814157804056834
46,9.2,2.7,42.6,0.0,63.2,1.8,0.3,0.3,0.2,0.5,0,0.2934782289697578,0.3369564851134255,0.473351867688686,0.5999988000023999,0.2065217166824221
47,9.2,2.6,31.4,29.5,70.4,1.9,0.5,0.3,0.2,0.5,1,0.28260866493384085,0.2934782289697578,0.39828419170214713,0.999998000004,0.2065217166824221
75,30.8,9.9,46.2,0.0,60.9,8.1,1.7,1.8,1.9,1.9,0,0.32142856099257916,0.5064934900489126,0.49185209739148483,0.8947363711913836,0.3051947952858833
40,8.9,2.2,39.8,0.0,46.3,2.0,0.2,0.1,0.9,0.3,0,0.24719098346168727,0.3707864751925309,0.41666650883844364,0.6666644444518519,0.24719098346168727
59,8.2,2.6,30.9,28.6,66.7,0.7,1.5,0.2,0.0,0.7,0,0.31707313206425225,0.2317072888161843,0.3864445938036285,2.1428540816370263,0.08536584324806791
53,7.4,2.0,43.9,0.0,59.5,1.0,0.9,0.4,0.0,0.8,1,0.27027023374726566,0.2972972571219923,0.47438307666836965,1.1249985937517577,0.13513511687363283
49,7.0,3.2,38.9,34.0,65.9,1.5,0.2,0.2,0.1,0.4,1,0.45714279183674406,0.39999994285715107,0.49200476875622123,0.49999875000312505,0.17142854693877904
22,6.0,1.5,40.6,0.0,66.7,1.5,0.0,0.2,0.1,0.5,0,0.24999995833334027,0.2999999500000084,0.43604625811264064,0.0,0.21666663055556157
50,36.1,12.8,37.4,31.0,75.2,3.1,6.0,1.9,0.0,2.9,1,0.35457062729721256,0.3518005442714529,0.48396850544702774,2.06896480380524,0.1301939022106952
50,35.2,18.3,45.0,28.8,76.1,5.7,3.0,1.1,1.5,2.2,1,0.5198863488668651,0.5028408948056565,0.5176510229887404,1.3636357438019344,0.1818181766528927
50,35.2,13.2,43.0,20.3,75.1,2.7,6.5,1.6,0.1,2.9,1,0.3749999893465912,0.3806818073669942,0.4854368574994956,2.2413785374556765,0.10795454238765505
48,34.0,16.5,43.9,41.2,71.3,6.4,2.4,1.7,1.0,2.4,1,0.4852941033737029,0.49411763252595203,0.5390747164744697,0.9999995833335069,0.1970588177335642
82,30.4,8.9,42.5,26.2,55.1,4.3,6.5,1.7,0.2,2.5,0,0.29276314826437017,0.42763156488054066,0.456691250339568,2.599998960000416,0.1611842052242038
50,31.2,10.9,46.5,43.3,63.9,1.7,1.9,0.5,0.2,1.3,1,0.3493589631615717,0.27243588870397795,0.5552159173577917,1.4615373372789713,0.057692305843195325
28,30.4,6.3,50.0,0.0,71.7,10.3,0.9,0.9,0.6,1.2,1,0.207236835288262,0.4868420892486155,0.550314369267231,0.7499993750005209,0.2565789389283244
41,15.2,3.7,35.7,35.7,50.7,5.2,0.6,0.4,0.3,0.8,1,0.2434210366170371,0.40789471000692706,0.41074591235659147,0.7499990625011718,0.25657893048822833
49,29.7,9.9,42.5,35.8,81.8,2.3,2.5,0.9,0.5,1.6,1,0.33333332210998917,0.3131313025881717,0.5340957559240661,1.5624990234381104,0.10774410411636014
50,25.8,10.1,44.9,36.5,78.2,3.5,1.6,1.5,0.4,1.1,0,0.39147285304368784,0.4224806037798215,0.5437122584289128,1.4545441322326071,0.16666666020671858
47,22.5,9.6,45.2,30.0,58.8,6.4,0.7,0.8,0.3,1.4,1,0.4266666477037045,0.4622222016790132,0.4872106691828391,0.499999642857398,0.20888887960493868
50,22.3,8.2,46.3,40.0,71.3,4.3,0.9,0.6,0.1,1.5,1,0.36771298799493324,0.3721972927265787,0.534132291019764,0.5999996000002668,0.1434977514126569
25,29.5,12.3,49.0,25.0,69.7,5.5,1.7,1.2,0.2,1.9,0,0.4169491384085038,0.4372881207698941,0.5281689687247537,0.8947363711913836,0.1661016892846885
50,19.8,9.1,41.1,15.4,70.9,3.8,1.5,0.9,0.3,1.4,1,0.45959593638404356,0.42424240281604014,0.47297292380738837,1.0714278061229958,0.16666665824915866
49,16.0,5.3,53.7,0.0,53.8,3.7,0.8,0.9,0.9,0.9,1,0.3312499792968763,0.5062499683593772,0.551623532134985,0.8888879012356653,0.24374998476562595
49,15.9,6.2,46.8,0.0,67.5,3.0,0.4,0.4,0.3,0.5,1,0.3899370823938942,0.40880500573553424,0.507863612735319,0.7999984000032,0.15094338673312033
42,14.9,4.1,32.9,16.7,75.0,1.2,1.6,0.5,0.2,1.1,0,0.27516776676726395,0.19463085942074776,0.37600873514146455,1.4545441322326071,0.11409395207423141
28,14.6,3.3,45.0,0.0,56.8,3.4,0.4,0.4,1.1,0.8,1,0.22602738177894646,0.3904109321636348,0.4752302778714637,0.49999937500078123,0.24657532557703252
24,14.3,5.2,36.1,40.3,82.4,1.8,1.8,0.5,0.0,0.7,1,0.3636363382072491,0.3706293447112347,0.4898265844335749,2.5714248979644316,0.14685313658369675
39,13.8,5.6,50.0,38.9,71.4,1.9,0.5,0.2,0.1,0.5,1,0.4057970720436904,0.3768115668977125,0.5582136048218491,0.999998000004,0.11594202058391156
67,27.0,7.8,36.7,33.5,64.6,3.3,3.1,1.5,0.3,1.3,0,0.2888888781893008,0.35185183882030224,0.49143138968858496,2.384613550297269,0.15555554979423888
34,13.0,3.5,36.4,32.7,100.0,0.9,1.5,0.3,0.1,0.9,1,0.26923074852071166,0.23076921301775286,0.45010276489126416,1.6666648148168723,0.09999999230769291
26,12.7,5.1,73.7,0.0,50.0,3.0,0.2,0.4,0.8,0.4,1,0.40157477152954557,0.5984251497303033,0.707546973488631,0.49999875000312505,0.2519684840969698
38,12.3,6.3,56.5,50.0,79.4,3.1,0.6,0.2,0.5,0.8,1,0.512195080309343,0.6341462899068057,0.6578945994372181,0.7499990625011718,0.23577233855509447
46,12.1,4.5,40.5,16.7,76.3,1.8,1.3,0.7,0.1,1.2,1,0.3719007957106781,0.363636333583774,0.4618225653073552,1.0833324305563081,0.14876031828427122
30,11.0,3.2,36.5,40.0,55.6,1.6,0.7,0.3,0.1,0.6,0,0.29090906446281234,0.23636361487603502,0.41450766463532,1.166664722225463,0.11818180743801751
31,10.3,3.8,37.6,21.4,67.5,1.3,0.3,0.3,0.3,0.7,0,0.36893200301631035,0.24271842303704622,0.4345836151455592,0.42857081632740524,0.13592231690074594
34,10.2,4.8,38.0,10.0,82.2,1.5,0.4,0.1,0.0,0.7,0,0.4705881891580207,0.28431369761630415,0.4467608997094379,0.5714277551032071,0.1176470472895052
22,10.0,3.0,38.0,16.7,66.7,0.8,1.5,0.3,0.0,0.9,1,0.299999970000003,0.24999997500000248,0.4116354523503149,1.6666648148168723,0.07999999200000081
27,9.2,2.9,39.5,20.0,69.2,2.0,0.5,0.3,0.1,0.4,0,0.31521735704159165,0.35869561318525944,0.4239764842174022,1.2499968750078125,0.16304346053875432
24,8.5,2.1,29.4,26.1,75.0,0.9,0.8,0.2,0.0,0.5,0,0.24705879446367127,0.21176468096886106,0.42822168506456565,1.5999968000064,0.1176470449827006
59,25.0,11.9,44.8,31.4,82.9,3.2,3.5,0.9,0.2,1.6,0,0.47599998096000073,0.4799999808000007,0.5271083870385909,2.1874986328133543,0.1359999945600002
35,8.1,3.3,44.3,0.0,77.8,1.9,0.4,0.5,0.2,0.6,0,0.4074073571102029,0.48148142203933064,0.509259102080524,0.6666655555574075,0.20987651729919543
33,7.2,2.4,37.1,30.0,78.6,0.7,0.9,0.1,0.0,0.7,0,0.33333328703704346,0.2222221913580289,0.41724603016480166,1.2857124489822158,0.08333332175926086
24,6.0,2.7,41.2,16.7,71.0,1.3,0.1,0.2,0.1,0.5,1,0.4499999250000125,0.383333269444455,0.5052393318715075,0.1999996000008,0.13333331111111482
26,4.7,1.6,35.7,0.0,57.1,1.4,0.1,0.2,0.1,0.5,1,0.34042545948394476,0.34042545948394487,0.40983585561687724,0.1999996000008,0.2127659121774655
62,37.5,19.7,42.6,30.8,84.6,6.6,1.7,1.0,0.4,2.6,1,0.5253333193244448,0.43733332167111133,0.516897537946183,0.6538459023669606,0.15199999594666677
80,33.3,15.3,45.0,10.7,83.9,3.5,2.2,1.6,0.2,1.6,1,0.45945944566187863,0.38738737575413296,0.4925315160615816,1.3749991406255373,0.11711711360008671
80,31.0,9.0,44.1,0.0,80.1,3.2,8.2,2.5,0.2,2.4,1,0.29032257127991706,0.5161290156087412,0.5134641130232641,3.416665243056148,0.1612903173777317
82,30.8,10.1,48.0,0.0,71.6,4.0,2.0,1.2,0.6,2.0,1,0.3279220672752575,0.34740258612329267,0.5146758545988733,0.99999950000025,0.15909090392562
82,30.8,10.1,48.0,0.0,71.6,4.0,2.0,1.2,0.6,2.0,0,0.3279220672752575,0.34740258612329267,0.5146758545988733,0.99999950000025,0.15909090392562
68,30.0,11.6,39.2,25.9,81.4,4.4,4.7,1.5,0.2,2.7,1,0.3866666537777782,0.4066666531111115,0.45355016784875135,1.7407400960221866,0.16666666111111128
77,24.7,10.1,42.2,34.1,84.2,2.8,3.6,0.7,0.1,2.5,0,0.4089068660361593,0.3765182033798298,0.5146758545988733,1.4399994240002303,0.12955465062531776
77,29.4,7.5,37.1,32.8,72.7,2.2,4.3,0.8,0.1,1.6,1,0.25510203213938665,0.2687074738534873,0.44034752931569643,2.6874983203135496,0.08503401071312888
66,27.9,11.7,40.8,20.2,87.3,2.8,3.4,1.3,0.2,1.9,1,0.41935482367903854,0.4157705944168245,0.5312386005050308,1.7894727423827672,0.12544802417749018
80,27.7,11.2,37.4,32.9,85.0,2.4,3.9,1.3,0.1,2.2,1,0.40433211536707164,0.37184114181078914,0.5160338632478931,1.7727264669425147,0.10830324518760848
74,26.4,7.8,41.6,21.2,65.9,1.9,4.5,0.7,0.1,2.2,1,0.2954545342630858,0.2916666556186872,0.4636233400352663,2.0454536157029017,0.09090908746556486
66,23.3,7.7,40.4,32.1,78.3,1.9,1.2,0.8,0.4,1.1,0,0.33047208882094037,0.26180256387113454,0.4769573244601928,1.0909080991744553,0.1030042874247087
65,23.2,8.4,44.6,21.4,70.2,5.4,0.9,0.8,1.1,1.5,1,0.3620689499108211,0.4353448088213445,0.4770558295029726,0.5999996000002668,0.22413792137336547
77,23.1,11.0,44.7,36.3,74.0,3.7,1.2,0.7,0.2,1.5,1,0.4761904555761707,0.4155843975937489,0.5381604170097439,0.7999994666670223,0.14285713667285121
80,22.6,10.2,45.2,33.3,77.6,5.6,1.0,0.6,0.4,2.0,1,0.45132741365807894,0.47787608504973056,0.5397967252543686,0.499999750000125,0.1902654783068372
71,21.3,11.5,47.6,0.0,70.9,4.2,0.7,0.5,0.6,1.5,1,0.5399060779386817,0.4694835460336363,0.5229173769627704,0.46666635555576297,0.16901407657210907
52,21.0,9.5,49.0,14.3,67.9,4.5,1.2,0.4,0.3,1.2,1,0.45238093083900327,0.47142854897959297,0.5358753908082817,0.9999991666673612,0.17619046780045391
54,19.8,6.0,44.3,32.1,72.2,1.5,1.9,0.7,0.1,1.1,1,0.30303028772574303,0.28787877333945583,0.5043711324191101,1.7272711570262207,0.09595959111315196
58,18.4,5.8,36.7,25.0,61.7,1.2,1.9,1.1,0.2,1.7,0,0.3152173741729688,0.2119565102197548,0.4351740043256296,1.1176464013844698,0.10869564626654096
64,18.4,7.0,45.0,34.1,71.2,4.2,1.5,0.8,0.9,1.0,1,0.3804347619328934,0.5163043197660696,0.5037420115512361,1.4999985000015001,0.23369563947306313
38,16.4,4.3,34.8,36.1,67.7,1.5,2.6,0.7,0.1,1.4,1,0.26219510596371304,0.29878046958655663,0.48819244137319673,1.8571415306131926,0.11585365147233832
38,13.9,6.4,40.7,37.7,62.1,2.4,0.9,0.5,0.2,1.3,0,0.46043162155168194,0.36690644842399656,0.49535596047121355,0.6923071597637233,0.17266185808188073
74,13.6,3.8,42.8,0.0,68.8,3.4,0.3,0.4,1.3,0.6,1,0.2794117441609012,0.4632352600562309,0.49376286544624076,0.49999916666805555,0.2867646847967144
34,21.1,6.4,43.9,39.8,57.1,3.6,1.3,0.6,0.5,1.1,0,0.3033175211697857,0.36966822892567636,0.525624092374492,1.1818171074389934,0.19905212326767188
32,23.1,6.7,41.4,11.1,65.2,5.1,0.9,0.6,0.3,1.4,0,0.29004327748730396,0.32900431476171793,0.44571574697768135,0.6428566836737974,0.19480518637206984
58,12.8,4.0,44.9,0.0,59.7,2.9,0.3,0.2,1.4,0.7,0,0.3124999755859394,0.4374999658203152,0.47938627052102806,0.42857081632740524,0.2656249792480485
35,12.3,3.5,37.8,0.0,70.0,1.1,1.9,0.4,0.0,1.3,1,0.2845528223940795,0.2682926611144179,0.4755433490371334,1.4615373372789713,0.10569104831780095
39,10.1,3.3,41.4,16.7,72.1,1.7,0.9,0.4,0.1,0.8,0,0.3267326409175603,0.34653461915498834,0.4735934346746743,1.1249985937517577,0.16831681501813714
54,9.9,2.8,48.7,0.0,75.9,2.0,0.3,0.4,0.2,0.8,1,0.2828282542597723,0.3636363269054215,0.551180885361856,0.3749995312505859,0.17171715437200463
39,9.4,3.5,47.1,0.0,52.2,2.4,0.5,0.5,0.1,0.8,0,0.37234038592123553,0.4148935728836625,0.4823592937267657,0.6249992187509765,0.1702127478497077
45,9.3,3.1,36.1,37.5,70.6,0.8,1.9,0.2,0.0,1.2,1,0.3333332974910433,0.290322549427683,0.4613093865150635,1.5833320138899885,0.10752687015840105
38,7.7,1.4,32.9,28.6,42.9,0.6,1.2,0.6,0.1,0.7,0,0.18181815820543398,0.2467532147073747,0.37076251548595573,1.714283265309621,0.14285712430426958
40,6.4,3.8,41.8,33.3,83.8,1.0,0.2,0.3,0.2,0.5,1,0.593749907226577,0.4843749243164181,0.5355128141170197,0.3999992000016,0.1562499755859413
37,5.3,1.9,39.7,32.1,65.0,0.7,0.5,0.3,0.1,0.3,1,0.35849049839801916,0.3962263403346527,0.4947914089628078,1.6666611111296297,0.16981128871485118
76,40.1,23.5,41.6,34.1,70.2,4.1,7.5,2.1,0.3,4.4,1,0.5860348981038679,0.4812967461023255,0.5115813082731927,1.7045450671488482,0.12468827619231232
82,36.7,16.4,42.6,37.7,77.1,3.9,3.0,1.9,0.4,1.6,1,0.44686647283742575,0.4087193349122796,0.5212305796319235,1.8749988281257324,0.13351498273801138
82,36.2,17.5,42.5,32.7,63.1,9.0,3.2,1.3,0.7,2.8,1,0.48342540101034803,0.4889502627361806,0.47348482286337534,1.1428567346940235,0.2071823147187206
80,35.0,18.7,45.3,25.9,74.6,6.9,2.2,1.0,1.0,2.8,1,0.5342856990204086,0.4857142718367351,0.5177186867265401,0.7857140051021411,0.17714285208163283
67,34.7,15.8,40.8,35.4,72.7,2.7,7.8,1.0,0.3,3.1,1,0.4553313989818041,0.44668586608974453,0.5197368079120522,2.5161282206037994,0.09221901751530209
82,30.9,13.4,43.0,39.3,82.3,4.0,2.6,0.9,0.1,1.8,1,0.4336569438945973,0.40129448539500046,0.5394524525400602,1.4444436419757545,0.12297734229846788
63,30.1,14.8,48.2,14.3,69.3,6.3,1.5,1.1,2.1,2.1,1,0.49169433582410843,0.5348837031600099,0.5230420891262306,0.7142853741498217,0.24584716791205422
82,29.1,9.4,44.1,40.4,76.3,2.0,3.7,1.0,0.0,1.5,1,0.32302404388233524,0.3505154518723213,0.5886772809772944,2.4666650222233186,0.09278350196620268
77,25.1,7.3,48.1,25.0,58.7,6.1,0.6,0.6,0.8,1.0,1,0.29083664179933694,0.41035854938810545,0.5044222630704445,0.5999994000006,0.19123505214202977
62,21.8,7.9,39.6,28.7,75.2,3.2,1.2,0.7,1.1,1.7,0,0.3623853044777383,0.35321099297197267,0.49848555041827985,0.7058819377165072,0.18348623011531054
68,24.5,8.0,57.3,0.0,69.6,7.3,0.6,0.6,1.4,0.5,1,0.3265305989171184,0.5877550780508131,0.60790264317589,1.1999976000047998,0.28979590653894255
41,16.6,4.6,37.9,38.2,61.5,1.7,1.6,0.7,0.2,0.8,0,0.27710841704166156,0.3072288971548856,0.4931388308021374,1.999997500003125,0.12650601647554113
65,16.4,5.9,46.2,51.1,68.7,2.8,0.8,0.4,0.1,1.1,1,0.3597560756246296,0.3536585150208222,0.5305754441411071,0.7272720661163036,0.152439015095182
71,16.3,4.8,50.9,0.0,62.0,4.5,0.5,0.4,0.8,0.7,1,0.2944785095411957,0.484662546953218,0.5314436378557046,0.7142846938790087,0.23926378900222153
71,15.5,7.6,41.7,37.5,81.9,1.9,1.3,0.7,0.3,1.6,1,0.49032254901144845,0.4129031991675356,0.5497684389802605,0.8124994921878174,0.14193547471384035
64,15.3,3.9,43.7,40.9,64.6,1.5,2.4,0.6,0.2,1.6,1,0.2549019441240559,0.3071895224059135,0.4826731478531812,1.499999062500586,0.11764705113417967
57,15.1,4.8,54.9,0.0,60.5,3.5,0.3,0.2,0.4,1.0,1,0.3178807736502799,0.40397348318056414,0.5692598270256577,0.2999997000003,0.18543045129599664
72,14.6,5.1,39.0,100.0,63.7,4.1,0.6,0.3,1.0,1.2,1,0.3493150445674627,0.4246575051604448,0.4464284932723226,0.4999995833336806,0.28082189857384254
50,21.3,8.7,41.4,36.5,76.3,2.3,1.7,0.6,0.2,0.9,0,0.4084506850492636,0.3661971659062362,0.5302290918784627,1.8888867901257886,0.14084506381009088
61,14.2,5.4,46.5,46.4,82.4,1.6,1.6,0.6,0.1,1.1,1,0.38028166336044633,0.41549292848641345,0.5931457396428516,1.4545441322326071,0.1267605544534821
